행번호,상품ID(내부용),상품명,카테고리,판매가,재고수량,옵션명1,옵션값1,옵션명2,옵션값2,브랜드,모델명,바코드,상세설명,대표이미지URL,추가이미지URL1,배송비,배송방법,원산지,제조사,과세구분,판매상태,전시상태,상품ID
227,226,[URBANWEAR] 더미 상품 226 (네이비/270),반려동물 > 강아지용품 > 사료,72500,69,색상,네이비,사이즈,270,URBANWEAR,MDL-0226,880135270706,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 226 입니다.
실제 판매용이 아닙니다.
색상: 네이비, 사이즈: 270, 카테고리: 반려동물 > 강아지용품 > 사료.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,한진택배,일본,URBANWEAR 제조사,면세,판매중,전시중,,12706827047
228,227,[HOMEPLUS] 더미 상품 227 (블랙/M),생활/주방 > 주방용품 > 프라이팬,135000,48,색상,블랙,사이즈,M,HOMEPLUS,MDL-0227,880899863814,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 227 입니다.
실제 판매용이 아닙니다.
색상: 블랙, 사이즈: M, 카테고리: 생활/주방 > 주방용품 > 프라이팬.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,롯데택배,국산,HOMEPLUS 제조사,과세,판매중,전시안함,,12706827168
229,228,[HOMEPLUS] 더미 상품 228 (레드/XL),디지털/가전 > 모니터,79500,97,색상,레드,사이즈,XL,HOMEPLUS,MDL-0228,880460551057,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 228 입니다.
실제 판매용이 아닙니다.
색상: 레드, 사이즈: XL, 카테고리: 디지털/가전 > 모니터.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,택배,미국,HOMEPLUS 제조사,면세,판매중,전시중,,12706827287
230,229,[URBANWEAR] 더미 상품 229 (레드/S),식품 > 과자/간식 > 과자,125000,134,색상,레드,사이즈,S,URBANWEAR,MDL-0229,880472081682,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 229 입니다.
실제 판매용이 아닙니다.
색상: 레드, 사이즈: S, 카테고리: 식품 > 과자/간식 > 과자.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,한진택배,일본,URBANWEAR 제조사,과세,판매중,전시안함,,12706827375
231,230,[GREENPET] 더미 상품 230 (레드/250),식품 > 과자/간식 > 과자,6000,140,색상,레드,사이즈,250,GREENPET,MDL-0230,880424270513,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 230 입니다.
실제 판매용이 아닙니다.
색상: 레드, 사이즈: 250, 카테고리: 식품 > 과자/간식 > 과자.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,한진택배,중국,GREENPET 제조사,과세,품절,전시중,,12706827437
232,231,[MOON] 더미 상품 231 (화이트/260),패션잡화 > 가방 > 백팩,100500,73,색상,화이트,사이즈,260,MOON,MDL-0231,880594187402,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 231 입니다.
실제 판매용이 아닙니다.
색상: 화이트, 사이즈: 260, 카테고리: 패션잡화 > 가방 > 백팩.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,한진택배,일본,MOON 제조사,과세,품절,전시안함,,12706827508
233,232,[GREENPET] 더미 상품 232 (화이트/260),디지털/가전 > 노트북,13000,90,색상,화이트,사이즈,260,GREENPET,MDL-0232,880645484115,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 232 입니다.
실제 판매용이 아닙니다.
색상: 화이트, 사이즈: 260, 카테고리: 디지털/가전 > 노트북.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,택배,중국,GREENPET 제조사,면세,품절,전시중,,12706827574
234,233,[NAVYFOX] 더미 상품 233 (화이트/M),생활/주방 > 주방용품 > 프라이팬,32000,145,색상,화이트,사이즈,M,NAVYFOX,MDL-0233,880339349662,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 233 입니다.
실제 판매용이 아닙니다.
색상: 화이트, 사이즈: M, 카테고리: 생활/주방 > 주방용품 > 프라이팬.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,롯데택배,중국,NAVYFOX 제조사,면세,판매중,전시안함,,12706827656
235,234,[URBANWEAR] 더미 상품 234 (레드/FREE),디지털/가전 > 노트북,19000,79,색상,레드,사이즈,FREE,URBANWEAR,MDL-0234,880414291203,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 234 입니다.
실제 판매용이 아닙니다.
색상: 레드, 사이즈: FREE, 카테고리: 디지털/가전 > 노트북.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,한진택배,독일,URBANWEAR 제조사,과세,판매중,전시안함,,12706827716
236,235,[GREENPET] 더미 상품 235 (화이트/260),반려동물 > 강아지용품 > 사료,83000,92,색상,화이트,사이즈,260,GREENPET,MDL-0235,880378124958,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 235 입니다.
실제 판매용이 아닙니다.
색상: 화이트, 사이즈: 260, 카테고리: 반려동물 > 강아지용품 > 사료.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,택배,중국,GREENPET 제조사,과세,품절,전시중,,12706827791
237,236,[COOKMASTER] 더미 상품 236 (화이트/260),생활/주방 > 주방용품 > 프라이팬,49000,93,색상,화이트,사이즈,260,COOKMASTER,MDL-0236,880716627540,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 236 입니다.
실제 판매용이 아닙니다.
색상: 화이트, 사이즈: 260, 카테고리: 생활/주방 > 주방용품 > 프라이팬.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,CJ대한통운,국산,COOKMASTER 제조사,면세,품절,전시중,,12706827863
238,237,[COOKMASTER] 더미 상품 237 (블랙/L),디지털/가전 > 모니터,44000,99,색상,블랙,사이즈,L,COOKMASTER,MDL-0237,880687536973,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 237 입니다.
실제 판매용이 아닙니다.
색상: 블랙, 사이즈: L, 카테고리: 디지털/가전 > 모니터.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,한진택배,국산,COOKMASTER 제조사,면세,품절,전시안함,,12706827936
239,238,[STARLINE] 더미 상품 238 (네이비/250),디지털/가전 > 모니터,8500,120,색상,네이비,사이즈,250,STARLINE,MDL-0238,880471998198,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 238 입니다.
실제 판매용이 아닙니다.
색상: 네이비, 사이즈: 250, 카테고리: 디지털/가전 > 모니터.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,택배,국산,STARLINE 제조사,과세,품절,전시중,,12706827992
240,239,[HOMEPLUS] 더미 상품 239 (베이지/L),패션잡화 > 가방 > 백팩,91500,157,색상,베이지,사이즈,L,HOMEPLUS,MDL-0239,880384697849,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 239 입니다.
실제 판매용이 아닙니다.
색상: 베이지, 사이즈: L, 카테고리: 패션잡화 > 가방 > 백팩.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,택배,중국,HOMEPLUS 제조사,과세,품절,전시중,,12706828067
241,240,[MOON] 더미 상품 240 (블랙/S),패션의류 > 하의 > 청바지,75000,85,색상,블랙,사이즈,S,MOON,MDL-0240,880857180553,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 240 입니다.
실제 판매용이 아닙니다.
색상: 블랙, 사이즈: S, 카테고리: 패션의류 > 하의 > 청바지.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,한진택배,독일,MOON 제조사,면세,품절,전시중,,12706828142
242,241,[GREENPET] 더미 상품 241 (그레이/250),디지털/가전 > 모니터,128000,25,색상,그레이,사이즈,250,GREENPET,MDL-0241,880580559147,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 241 입니다.
실제 판매용이 아닙니다.
색상: 그레이, 사이즈: 250, 카테고리: 디지털/가전 > 모니터.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,한진택배,중국,GREENPET 제조사,과세,품절,전시중,,12706828239
243,242,[STARLINE] 더미 상품 242 (레드/250),반려동물 > 강아지용품 > 사료,135000,55,색상,레드,사이즈,250,STARLINE,MDL-0242,880922007855,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 242 입니다.
실제 판매용이 아닙니다.
색상: 레드, 사이즈: 250, 카테고리: 반려동물 > 강아지용품 > 사료.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,CJ대한통운,국산,STARLINE 제조사,면세,판매중,전시안함,,12706828314
244,243,[COOKMASTER] 더미 상품 243 (블랙/FREE),패션의류 > 하의 > 청바지,143500,42,색상,블랙,사이즈,FREE,COOKMASTER,MDL-0243,880221512445,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 243 입니다.
실제 판매용이 아닙니다.
색상: 블랙, 사이즈: FREE, 카테고리: 패션의류 > 하의 > 청바지.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,CJ대한통운,미국,COOKMASTER 제조사,면세,품절,전시중,,12706828390
245,244,[HOMEPLUS] 더미 상품 244 (블랙/XL),패션의류 > 하의 > 청바지,61500,92,색상,블랙,사이즈,XL,HOMEPLUS,MDL-0244,880417971574,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 244 입니다.
실제 판매용이 아닙니다.
색상: 블랙, 사이즈: XL, 카테고리: 패션의류 > 하의 > 청바지.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,롯데택배,미국,HOMEPLUS 제조사,과세,품절,전시안함,,12706828470
246,245,[TECHONE] 더미 상품 245 (블랙/L),반려동물 > 강아지용품 > 사료,62000,1,색상,블랙,사이즈,L,TECHONE,MDL-0245,880843789832,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 245 입니다.
실제 판매용이 아닙니다.
색상: 블랙, 사이즈: L, 카테고리: 반려동물 > 강아지용품 > 사료.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,택배,일본,TECHONE 제조사,과세,품절,전시안함,,12706828556
247,246,[STARLINE] 더미 상품 246 (네이비/M),패션의류 > 상의 > 티셔츠,105000,122,색상,네이비,사이즈,M,STARLINE,MDL-0246,880157070607,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 246 입니다.
실제 판매용이 아닙니다.
색상: 네이비, 사이즈: M, 카테고리: 패션의류 > 상의 > 티셔츠.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,택배,미국,STARLINE 제조사,면세,품절,전시안함,,12706828632
248,247,[STARLINE] 더미 상품 247 (화이트/FREE),디지털/가전 > 모니터,40500,45,색상,화이트,사이즈,FREE,STARLINE,MDL-0247,880100197738,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 247 입니다.
실제 판매용이 아닙니다.
색상: 화이트, 사이즈: FREE, 카테고리: 디지털/가전 > 모니터.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,택배,미국,STARLINE 제조사,과세,판매중,전시중,,12706828700
249,248,[NAVYFOX] 더미 상품 248 (네이비/250),반려동물 > 강아지용품 > 사료,80000,30,색상,네이비,사이즈,250,NAVYFOX,MDL-0248,880813106232,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 248 입니다.
실제 판매용이 아닙니다.
색상: 네이비, 사이즈: 250, 카테고리: 반려동물 > 강아지용품 > 사료.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,CJ대한통운,중국,NAVYFOX 제조사,과세,품절,전시안함,,12706828771
250,249,[URBANWEAR] 더미 상품 249 (블랙/L),반려동물 > 강아지용품 > 사료,6000,27,색상,블랙,사이즈,L,URBANWEAR,MDL-0249,880611323354,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 249 입니다.
실제 판매용이 아닙니다.
색상: 블랙, 사이즈: L, 카테고리: 반려동물 > 강아지용품 > 사료.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,택배,독일,URBANWEAR 제조사,과세,품절,전시중,,12706828839
251,250,[URBANWEAR] 더미 상품 250 (레드/M),패션잡화 > 가방 > 백팩,57500,134,색상,레드,사이즈,M,URBANWEAR,MDL-0250,880877054265,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 250 입니다.
실제 판매용이 아닙니다.
색상: 레드, 사이즈: M, 카테고리: 패션잡화 > 가방 > 백팩.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,롯데택배,중국,URBANWEAR 제조사,과세,판매중,전시안함,,12706828905
252,251,[TECHONE] 더미 상품 251 (베이지/XL),패션의류 > 상의 > 티셔츠,53000,120,색상,베이지,사이즈,XL,TECHONE,MDL-0251,880210910904,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 251 입니다.
실제 판매용이 아닙니다.
색상: 베이지, 사이즈: XL, 카테고리: 패션의류 > 상의 > 티셔츠.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,한진택배,국산,TECHONE 제조사,면세,판매중,전시안함,,12706828996
253,252,[URBANWEAR] 더미 상품 252 (베이지/S),패션의류 > 하의 > 청바지,108000,117,색상,베이지,사이즈,S,URBANWEAR,MDL-0252,880729941753,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 252 입니다.
실제 판매용이 아닙니다.
색상: 베이지, 사이즈: S, 카테고리: 패션의류 > 하의 > 청바지.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,CJ대한통운,미국,URBANWEAR 제조사,과세,판매중,전시안함,,12706829063
254,253,[URBANWEAR] 더미 상품 253 (네이비/270),패션의류 > 상의 > 티셔츠,50500,168,색상,네이비,사이즈,270,URBANWEAR,MDL-0253,880423173027,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 253 입니다.
실제 판매용이 아닙니다.
색상: 네이비, 사이즈: 270, 카테고리: 패션의류 > 상의 > 티셔츠.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,CJ대한통운,베트남,URBANWEAR 제조사,면세,판매중,전시안함,,12706829119
255,254,[COOKMASTER] 더미 상품 254 (네이비/M),생활/주방 > 주방용품 > 프라이팬,82500,199,색상,네이비,사이즈,M,COOKMASTER,MDL-0254,880233168833,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 254 입니다.
실제 판매용이 아닙니다.
색상: 네이비, 사이즈: M, 카테고리: 생활/주방 > 주방용품 > 프라이팬.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,한진택배,일본,COOKMASTER 제조사,면세,품절,전시중,,12706829198
256,255,[GREENPET] 더미 상품 255 (레드/L),식품 > 과자/간식 > 과자,58500,198,색상,레드,사이즈,L,GREENPET,MDL-0255,880690736223,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 255 입니다.
실제 판매용이 아닙니다.
색상: 레드, 사이즈: L, 카테고리: 식품 > 과자/간식 > 과자.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,CJ대한통운,중국,GREENPET 제조사,면세,품절,전시안함,,12706829276
257,256,[STARLINE] 더미 상품 256 (화이트/FREE),패션잡화 > 가방 > 백팩,51000,142,색상,화이트,사이즈,FREE,STARLINE,MDL-0256,880969018082,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 256 입니다.
실제 판매용이 아닙니다.
색상: 화이트, 사이즈: FREE, 카테고리: 패션잡화 > 가방 > 백팩.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,롯데택배,독일,STARLINE 제조사,과세,품절,전시중,,12706829351
258,257,[MOON] 더미 상품 257 (블랙/XL),식품 > 과자/간식 > 과자,16000,93,색상,블랙,사이즈,XL,MOON,MDL-0257,880964962605,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 257 입니다.
실제 판매용이 아닙니다.
색상: 블랙, 사이즈: XL, 카테고리: 식품 > 과자/간식 > 과자.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,택배,독일,MOON 제조사,면세,품절,전시안함,,12706829428
259,258,[TECHONE] 더미 상품 258 (베이지/L),패션의류 > 상의 > 티셔츠,138500,158,색상,베이지,사이즈,L,TECHONE,MDL-0258,880158010812,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 258 입니다.
실제 판매용이 아닙니다.
색상: 베이지, 사이즈: L, 카테고리: 패션의류 > 상의 > 티셔츠.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,택배,일본,TECHONE 제조사,면세,판매중,전시중,,12706829512
260,259,[URBANWEAR] 더미 상품 259 (블랙/S),식품 > 과자/간식 > 과자,130000,187,색상,블랙,사이즈,S,URBANWEAR,MDL-0259,880871360364,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 259 입니다.
실제 판매용이 아닙니다.
색상: 블랙, 사이즈: S, 카테고리: 식품 > 과자/간식 > 과자.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,롯데택배,국산,URBANWEAR 제조사,과세,품절,전시중,,12706829569
261,260,[MOON] 더미 상품 260 (그레이/L),디지털/가전 > 노트북,43000,103,색상,그레이,사이즈,L,MOON,MDL-0260,880673159841,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 260 입니다.
실제 판매용이 아닙니다.
색상: 그레이, 사이즈: L, 카테고리: 디지털/가전 > 노트북.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,롯데택배,일본,MOON 제조사,면세,판매중,전시안함,,12706829626
262,261,[COOKMASTER] 더미 상품 261 (레드/L),디지털/가전 > 노트북,105000,135,색상,레드,사이즈,L,COOKMASTER,MDL-0261,880751568578,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 261 입니다.
실제 판매용이 아닙니다.
색상: 레드, 사이즈: L, 카테고리: 디지털/가전 > 노트북.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,택배,베트남,COOKMASTER 제조사,면세,품절,전시중,,12706829692
263,262,[URBANWEAR] 더미 상품 262 (그레이/270),디지털/가전 > 노트북,145000,148,색상,그레이,사이즈,270,URBANWEAR,MDL-0262,880203948575,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 262 입니다.
실제 판매용이 아닙니다.
색상: 그레이, 사이즈: 270, 카테고리: 디지털/가전 > 노트북.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,한진택배,미국,URBANWEAR 제조사,면세,품절,전시중,,12706829766
264,263,[NAVYFOX] 더미 상품 263 (레드/XL),반려동물 > 강아지용품 > 사료,149500,147,색상,레드,사이즈,XL,NAVYFOX,MDL-0263,880359755904,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 263 입니다.
실제 판매용이 아닙니다.
색상: 레드, 사이즈: XL, 카테고리: 반려동물 > 강아지용품 > 사료.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,택배,미국,NAVYFOX 제조사,과세,품절,전시안함,,12706829827
265,264,[HOMEPLUS] 더미 상품 264 (베이지/FREE),식품 > 과자/간식 > 과자,93500,176,색상,베이지,사이즈,FREE,HOMEPLUS,MDL-0264,880503092152,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 264 입니다.
실제 판매용이 아닙니다.
색상: 베이지, 사이즈: FREE, 카테고리: 식품 > 과자/간식 > 과자.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,CJ대한통운,독일,HOMEPLUS 제조사,과세,판매중,전시중,,12706829900
266,265,[NAVYFOX] 더미 상품 265 (그레이/FREE),패션의류 > 하의 > 청바지,75500,143,색상,그레이,사이즈,FREE,NAVYFOX,MDL-0265,880651296238,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 265 입니다.
실제 판매용이 아닙니다.
색상: 그레이, 사이즈: FREE, 카테고리: 패션의류 > 하의 > 청바지.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,택배,일본,NAVYFOX 제조사,과세,판매중,전시안함,,12706829972
267,266,[HOMEPLUS] 더미 상품 266 (화이트/250),패션잡화 > 가방 > 백팩,40000,12,색상,화이트,사이즈,250,HOMEPLUS,MDL-0266,880803102982,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 266 입니다.
실제 판매용이 아닙니다.
색상: 화이트, 사이즈: 250, 카테고리: 패션잡화 > 가방 > 백팩.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,CJ대한통운,일본,HOMEPLUS 제조사,과세,판매중,전시안함,,12706830049
268,267,[HOMEPLUS] 더미 상품 267 (레드/L),패션의류 > 하의 > 청바지,122500,46,색상,레드,사이즈,L,HOMEPLUS,MDL-0267,880574664031,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 267 입니다.
실제 판매용이 아닙니다.
색상: 레드, 사이즈: L, 카테고리: 패션의류 > 하의 > 청바지.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,롯데택배,국산,HOMEPLUS 제조사,면세,품절,전시안함,,12706830115
269,268,[URBANWEAR] 더미 상품 268 (네이비/L),식품 > 과자/간식 > 과자,122500,174,색상,네이비,사이즈,L,URBANWEAR,MDL-0268,880831765285,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 268 입니다.
실제 판매용이 아닙니다.
색상: 네이비, 사이즈: L, 카테고리: 식품 > 과자/간식 > 과자.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,CJ대한통운,베트남,URBANWEAR 제조사,면세,품절,전시중,,12706830188
270,269,[GREENPET] 더미 상품 269 (그레이/270),패션의류 > 상의 > 티셔츠,95000,129,색상,그레이,사이즈,270,GREENPET,MDL-0269,880657391336,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 269 입니다.
실제 판매용이 아닙니다.
색상: 그레이, 사이즈: 270, 카테고리: 패션의류 > 상의 > 티셔츠.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,롯데택배,독일,GREENPET 제조사,과세,품절,전시중,,12706830267
