상품ID(내부용),상품명,카테고리,판매가,재고수량,옵션명1,옵션값1,옵션명2,옵션값2,브랜드,모델명,바코드,상세설명,대표이미지URL,추가이미지URL1,배송비,배송방법,원산지,제조사,과세구분,판매상태,전시상태,에러타입,에러메시지
788,[MOON] 더미 상품 788 (블루/M),패션의류 > 상의 > 셔츠,101720,291,색상,블루,사이즈,M,MOON,MOO90672,8808210510476,MOON 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,롯데택배,미국,MOON 제조사,과세,판매중,전시중,VALIDATION_ERROR,"행 789: 카테고리 매핑을 찾을 수 없습니다: '패션의류 > 상의 > 셔츠'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
789,[MOON] 더미 상품 789 (블루/250),식품 > 밀키트 > 반조리,263970,291,색상,블루,사이즈,250,MOON,MOO78798,8808148244473,MOON 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,롯데택배,일본,MOON 제조사,면세,품절,전시중,VALIDATION_ERROR,"행 790: 카테고리 매핑을 찾을 수 없습니다: '식품 > 밀키트 > 반조리'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
790,[TECHONE] 더미 상품 790 (베이지/S),디지털/가전 > 키보드,236700,167,색상,베이지,사이즈,S,TECHONE,TEC96623,8835078946131,TECHONE 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,CJ대한통운,중국,TECHONE 제조사,면세,판매중,전시안함,VALIDATION_ERROR,"행 791: 카테고리 매핑을 찾을 수 없습니다: '디지털/가전 > 키보드'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
791,[MOON] 더미 상품 791 (레드/270),식품 > 밀키트 > 반조리,19500,264,색상,레드,사이즈,270,MOON,MOO12942,8882883684317,MOON 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,CJ대한통운,일본,MOON 제조사,면세,판매중,전시중,VALIDATION_ERROR,"행 792: 카테고리 매핑을 찾을 수 없습니다: '식품 > 밀키트 > 반조리'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
792,[STARLINE] 더미 상품 792 (네이비/XL),식품 > 과자/간식 > 과자,290320,269,색상,네이비,사이즈,XL,STARLINE,STA31068,8832065456266,STARLINE 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,CJ대한통운,국산,STARLINE 제조사,면세,판매중,전시안함,VALIDATION_ERROR,"행 793: 카테고리 매핑을 찾을 수 없습니다: '식품 > 과자/간식 > 과자'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
793,[TECHONE] 더미 상품 793 (화이트/L),생활/주방 > 수납/정리,172450,16,색상,화이트,사이즈,L,TECHONE,TEC50900,8897557529316,TECHONE 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,롯데택배,독일,TECHONE 제조사,면세,판매중,전시안함,VALIDATION_ERROR,"행 794: 카테고리 매핑을 찾을 수 없습니다: '생활/주방 > 수납/정리'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
794,[TECHONE] 더미 상품 794 (화이트/FREE),식품 > 밀키트 > 반조리,296560,172,색상,화이트,사이즈,FREE,TECHONE,TEC98879,8875779441699,TECHONE 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,CJ대한통운,국산,TECHONE 제조사,면세,품절,전시안함,VALIDATION_ERROR,"행 795: 카테고리 매핑을 찾을 수 없습니다: '식품 > 밀키트 > 반조리'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
796,[MOON] 더미 상품 796 (블랙/L),패션의류 > 상의 > 셔츠,68200,139,색상,블랙,사이즈,L,MOON,MOO96127,8835687000292,MOON 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,한진택배,독일,MOON 제조사,과세,품절,전시중,VALIDATION_ERROR,"행 797: 카테고리 매핑을 찾을 수 없습니다: '패션의류 > 상의 > 셔츠'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
797,[HOMEPLUS] 더미 상품 797 (베이지/250),생활/주방 > 생활용품 > 청소도구,254140,96,색상,베이지,사이즈,250,HOMEPLUS,HOM25751,8861052062092,HOMEPLUS 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,CJ대한통운,베트남,HOMEPLUS 제조사,면세,판매중,전시중,VALIDATION_ERROR,"행 798: 카테고리 매핑을 찾을 수 없습니다: '생활/주방 > 생활용품 > 청소도구'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
801,[URBANWEAR] 더미 상품 801 (블랙/FREE),생활/주방 > 주방용품 > 프라이팬,109060,92,색상,블랙,사이즈,FREE,URBANWEAR,URB51557,8883619349438,URBANWEAR 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,한진택배,독일,URBANWEAR 제조사,과세,품절,전시중,VALIDATION_ERROR,"행 802: 카테고리 매핑을 찾을 수 없습니다: '생활/주방 > 주방용품 > 프라이팬'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
803,[NAVYFOX] 더미 상품 803 (블루/M),디지털/가전 > 키보드,290260,233,색상,블루,사이즈,M,NAVYFOX,NAV27072,8855398346270,NAVYFOX 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,한진택배,중국,NAVYFOX 제조사,과세,품절,전시안함,VALIDATION_ERROR,"행 804: 카테고리 매핑을 찾을 수 없습니다: '디지털/가전 > 키보드'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
804,[GREENPET] 더미 상품 804 (화이트/XL),패션의류 > 하의 > 슬랙스,268030,241,색상,화이트,사이즈,XL,GREENPET,GRE25711,8877311549860,GREENPET 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,한진택배,독일,GREENPET 제조사,면세,판매중,전시안함,VALIDATION_ERROR,"행 805: 카테고리 매핑을 찾을 수 없습니다: '패션의류 > 하의 > 슬랙스'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
805,[DIGIPRO] 더미 상품 805 (블랙/250),식품 > 과자/간식 > 과자,175640,298,색상,블랙,사이즈,250,DIGIPRO,DIG31586,8846812425949,DIGIPRO 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,한진택배,일본,DIGIPRO 제조사,면세,판매중,전시안함,VALIDATION_ERROR,"행 806: 카테고리 매핑을 찾을 수 없습니다: '식품 > 과자/간식 > 과자'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
812,[HOMEPLUS] 더미 상품 812 (블루/260),식품 > 과자/간식 > 과자,293750,66,색상,블루,사이즈,260,HOMEPLUS,HOM11679,8850706291664,HOMEPLUS 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,롯데택배,독일,HOMEPLUS 제조사,과세,판매중,전시안함,VALIDATION_ERROR,"행 813: 카테고리 매핑을 찾을 수 없습니다: '식품 > 과자/간식 > 과자'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
813,[GREENPET] 더미 상품 813 (블루/S),식품 > 밀키트 > 반조리,275380,5,색상,블루,사이즈,S,GREENPET,GRE38069,8861511954456,GREENPET 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,롯데택배,베트남,GREENPET 제조사,면세,품절,전시안함,VALIDATION_ERROR,"행 814: 카테고리 매핑을 찾을 수 없습니다: '식품 > 밀키트 > 반조리'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
814,[TECHONE] 더미 상품 814 (레드/L),식품 > 과자/간식 > 과자,264870,210,색상,레드,사이즈,L,TECHONE,TEC80794,8882419789237,TECHONE 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,CJ대한통운,베트남,TECHONE 제조사,과세,판매중,전시중,VALIDATION_ERROR,"행 815: 카테고리 매핑을 찾을 수 없습니다: '식품 > 과자/간식 > 과자'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
815,[MOON] 더미 상품 815 (네이비/M),생활/주방 > 수납/정리,195950,265,색상,네이비,사이즈,M,MOON,MOO26754,8871851400100,MOON 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,CJ대한통운,독일,MOON 제조사,면세,판매중,전시중,VALIDATION_ERROR,"행 816: 카테고리 매핑을 찾을 수 없습니다: '생활/주방 > 수납/정리'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
816,[STARLINE] 더미 상품 816 (그레이/260),생활/주방 > 생활용품 > 청소도구,20090,62,색상,그레이,사이즈,260,STARLINE,STA40989,8893254620317,STARLINE 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,한진택배,국산,STARLINE 제조사,과세,품절,전시안함,VALIDATION_ERROR,"행 817: 카테고리 매핑을 찾을 수 없습니다: '생활/주방 > 생활용품 > 청소도구'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
819,[URBANWEAR] 더미 상품 819 (블랙/FREE),패션의류 > 하의 > 슬랙스,118500,98,색상,블랙,사이즈,FREE,URBANWEAR,URB42850,8898986868868,URBANWEAR 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,CJ대한통운,독일,URBANWEAR 제조사,면세,품절,전시중,VALIDATION_ERROR,"행 820: 카테고리 매핑을 찾을 수 없습니다: '패션의류 > 하의 > 슬랙스'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
820,[DIGIPRO] 더미 상품 820 (블루/260),생활/주방 > 생활용품 > 청소도구,214990,247,색상,블루,사이즈,260,DIGIPRO,DIG93585,8853184612579,DIGIPRO 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,롯데택배,독일,DIGIPRO 제조사,면세,판매중,전시중,VALIDATION_ERROR,"행 821: 카테고리 매핑을 찾을 수 없습니다: '생활/주방 > 생활용품 > 청소도구'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
821,[URBANWEAR] 더미 상품 821 (블루/M),생활/주방 > 주방용품 > 프라이팬,111500,195,색상,블루,사이즈,M,URBANWEAR,URB11169,8805877618186,URBANWEAR 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,CJ대한통운,베트남,URBANWEAR 제조사,면세,판매중,전시안함,VALIDATION_ERROR,"행 822: 카테고리 매핑을 찾을 수 없습니다: '생활/주방 > 주방용품 > 프라이팬'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
822,[STARLINE] 더미 상품 822 (레드/270),식품 > 농산물 > 과일,21770,179,색상,레드,사이즈,270,STARLINE,STA42879,8881779452912,STARLINE 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,롯데택배,독일,STARLINE 제조사,과세,판매중,전시안함,VALIDATION_ERROR,"행 823: 카테고리 매핑을 찾을 수 없습니다: '식품 > 농산물 > 과일'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
825,[NAVYFOX] 더미 상품 825 (그레이/270),생활/주방 > 주방용품 > 프라이팬,236690,4,색상,그레이,사이즈,270,NAVYFOX,NAV44328,8820609088576,NAVYFOX 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,CJ대한통운,일본,NAVYFOX 제조사,과세,품절,전시안함,VALIDATION_ERROR,"행 826: 카테고리 매핑을 찾을 수 없습니다: '생활/주방 > 주방용품 > 프라이팬'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
828,[MOON] 더미 상품 828 (그린/FREE),식품 > 과자/간식 > 과자,39760,155,색상,그린,사이즈,FREE,MOON,MOO48297,8801258079009,MOON 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,한진택배,미국,MOON 제조사,면세,판매중,전시안함,VALIDATION_ERROR,"행 829: 카테고리 매핑을 찾을 수 없습니다: '식품 > 과자/간식 > 과자'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
830,[DIGIPRO] 더미 상품 830 (베이지/L),디지털/가전 > 마우스,283600,148,색상,베이지,사이즈,L,DIGIPRO,DIG56223,8893103158244,DIGIPRO 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,CJ대한통운,베트남,DIGIPRO 제조사,면세,판매중,전시중,VALIDATION_ERROR,"행 831: 카테고리 매핑을 찾을 수 없습니다: '디지털/가전 > 마우스'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
833,[MOON] 더미 상품 833 (블랙/270),디지털/가전 > 키보드,23270,47,색상,블랙,사이즈,270,MOON,MOO88928,8882666117269,MOON 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,CJ대한통운,국산,MOON 제조사,면세,판매중,전시중,VALIDATION_ERROR,"행 834: 카테고리 매핑을 찾을 수 없습니다: '디지털/가전 > 키보드'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
834,[DIGIPRO] 더미 상품 834 (레드/L),식품 > 밀키트 > 반조리,256060,152,색상,레드,사이즈,L,DIGIPRO,DIG23858,8824881212610,DIGIPRO 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,롯데택배,중국,DIGIPRO 제조사,과세,품절,전시안함,VALIDATION_ERROR,"행 835: 카테고리 매핑을 찾을 수 없습니다: '식품 > 밀키트 > 반조리'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
835,[MOON] 더미 상품 835 (그린/FREE),패션의류 > 하의 > 슬랙스,158560,38,색상,그린,사이즈,FREE,MOON,MOO65446,8887623926925,MOON 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,롯데택배,베트남,MOON 제조사,과세,품절,전시중,VALIDATION_ERROR,"행 836: 카테고리 매핑을 찾을 수 없습니다: '패션의류 > 하의 > 슬랙스'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
836,[NAVYFOX] 더미 상품 836 (베이지/270),생활/주방 > 주방용품 > 프라이팬,224080,74,색상,베이지,사이즈,270,NAVYFOX,NAV32119,8882027883276,NAVYFOX 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,한진택배,국산,NAVYFOX 제조사,면세,판매중,전시안함,VALIDATION_ERROR,"행 837: 카테고리 매핑을 찾을 수 없습니다: '생활/주방 > 주방용품 > 프라이팬'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
837,[COOKMASTER] 더미 상품 837 (네이비/L),식품 > 농산물 > 과일,247250,252,색상,네이비,사이즈,L,COOKMASTER,COO55235,8882113690913,COOKMASTER 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,CJ대한통운,국산,COOKMASTER 제조사,과세,판매중,전시안함,VALIDATION_ERROR,"행 838: 카테고리 매핑을 찾을 수 없습니다: '식품 > 농산물 > 과일'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
839,[FASHIONLAB] 더미 상품 839 (네이비/270),식품 > 과자/간식 > 과자,72980,144,색상,네이비,사이즈,270,FASHIONLAB,FAS15578,8829726987909,FASHIONLAB 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,롯데택배,국산,FASHIONLAB 제조사,과세,품절,전시중,VALIDATION_ERROR,"행 840: 카테고리 매핑을 찾을 수 없습니다: '식품 > 과자/간식 > 과자'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
840,[COOKMASTER] 더미 상품 840 (베이지/S),패션의류 > 상의 > 셔츠,34950,215,색상,베이지,사이즈,S,COOKMASTER,COO35984,8868366210413,COOKMASTER 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,CJ대한통운,일본,COOKMASTER 제조사,면세,판매중,전시중,VALIDATION_ERROR,"행 841: 카테고리 매핑을 찾을 수 없습니다: '패션의류 > 상의 > 셔츠'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
841,[DIGIPRO] 더미 상품 841 (네이비/M),생활/주방 > 생활용품 > 청소도구,273560,61,색상,네이비,사이즈,M,DIGIPRO,DIG25449,8881445740657,DIGIPRO 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,CJ대한통운,국산,DIGIPRO 제조사,면세,품절,전시중,VALIDATION_ERROR,"행 842: 카테고리 매핑을 찾을 수 없습니다: '생활/주방 > 생활용품 > 청소도구'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
842,[STARLINE] 더미 상품 842 (네이비/XL),식품 > 과자/간식 > 과자,285420,133,색상,네이비,사이즈,XL,STARLINE,STA74557,8817914079018,STARLINE 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,롯데택배,베트남,STARLINE 제조사,과세,품절,전시안함,VALIDATION_ERROR,"행 843: 카테고리 매핑을 찾을 수 없습니다: '식품 > 과자/간식 > 과자'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
847,[URBANWEAR] 더미 상품 847 (그레이/250),패션의류 > 상의 > 셔츠,262220,268,색상,그레이,사이즈,250,URBANWEAR,URB57741,8819841713551,URBANWEAR 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,한진택배,독일,URBANWEAR 제조사,면세,판매중,전시안함,VALIDATION_ERROR,"행 848: 카테고리 매핑을 찾을 수 없습니다: '패션의류 > 상의 > 셔츠'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
848,[TECHONE] 더미 상품 848 (그레이/M),생활/주방 > 주방용품 > 프라이팬,83310,54,색상,그레이,사이즈,M,TECHONE,TEC74317,8860040490317,TECHONE 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,CJ대한통운,독일,TECHONE 제조사,면세,품절,전시안함,VALIDATION_ERROR,"행 849: 카테고리 매핑을 찾을 수 없습니다: '생활/주방 > 주방용품 > 프라이팬'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
